autor,titlu,strofa,text
Ana Blandiana,Pasărea,1,"Îți voi spune pe drum de ce te-am chemat
Și cine te-așteaptă acolo.""
Și zbura din ce în ce mai repede,
Și zburam în urma ei tot mai greu,
O vedeam vorbind
Dar nu izbuteam să-nțeleg ce spune,
Și nu izbuteam să-mi amintesc
De unde-o cunosc."
Ana Blandiana,Pasărea,2,"O dată numai, a întors capul
Și-atunci am auzit-o limpede:
„Dacă nu ți-aș spune toate acestea
Ai fi pierdută acolo...""
Apoi din nou doar pliscul ei monstruos mișcându-se,
Și sentimentul că n-ar trebui s-o urmez,
Și zborul meu greu, poate înspre distrugere."
Ana Blandiana,Pasărea,3,"Dar numai zburând
Puteam să m-apropiu s-aud
Și zburând m-asurzea
Vacarmul aripelor."
Ana Blandiana,Martorii,1,"Stăm suspendați
De propria-ne-ntrebare
Ca de-o spânzurătoare
Un drapel."
Ana Blandiana,Ca și cum luna,1,"Ca și cum luna ar avea ceva de spus
În dragostea-ură care mă leagă de nea
Pornise să scrie pe omăt strălucitoare
Litere pe care
Tot ea le ștergea."
Ana Blandiana,Leagăn,1,"Mânjiți de rouă pe obraz
Cu dinții negri de afine,
Cu spini și frunze agățate-n pene,
Ne fac cu mâna
Fără să te recunoască
Și fără să le fie
Nici frică, nici rușine."
Ana Blandiana,Leagăn,2,"Pe unde calcă,
Talpa strivește fruct
Și-nseamnă
Sămânța destinată nerodirii,
Ne pierdem printre ei -
Acestei lumi
Crepusculare
Noi îi suntem mirii."
Ana Blandiana,Leagăn,3,"Se miră îngerii că nu port aripi
În felul lor stângaci, puțin nerod;
Copilăroși, încearcă să-și descheie
Însemnele puterii de pe omoplați."
Ana Blandiana,Leagăn,4,"Nereușind,
Se-apleacă supărați
Și-ncep s-arunce-n mine
Cu fructe și semințe..."
Ana Blandiana,Recoltă,1,"Cerul începe din creștetul spicelor,
De parcă fiecare din ele-ar purta
Pe cap un vas mare umplut cu cer fierbinte,
Și vântul, mișcându-le fruntea,
Vinul cerului l-ar clătina."
Ana Blandiana,Recoltă,2,"Cerul începe din creștetul spicelor,
Și atunci când sub secerătoare
Spicele se vor frânge cu duioșie, căzând,
Va părea doar că se-apleacă atente să pună
Vasul cu cer pe pământ."
Ana Blandiana,Corabia cu poeți,1,"Lăsați-mă să mă urc pe corabia cu poeți
Înaintând pe valurile timpului
Fără să-și clatine catargul
Și fără să aibă nevoie să se miște din loc
(Pentru că timpul se mișcă
În jurul ei tot mai repede)."
Ana Blandiana,Psalm,1,"Tu care ai învățat urșii să doarmă
O iarnă întreagă
De ce nu mă-nveți ce e somnul?
Nu ți-l cer de tot."
Ana Blandiana,Baladă,1,"Stăpână,
Stăpâne,
Până
Și cine
V-a cunoscut
Rămâne mut."
Ana Blandiana,Ochiul meu,1,"Ochiul meu este
Un animal
Care a încetat de mult
Să fie omnivor."
Ana Blandiana,Ochiul meu,2,"La început
Se mulțumea cu puțin:
Câteva crengi, câteva frunze,
O floare, un fir."
Ana Blandiana,Ochiul meu,3,"Apoi a trecut la esențe
Și numai boabele, grăunțele, semințele
Îi mai stârneau interesul
Și pofta de sens."
Ana Blandiana,Ochiul meu,4,"Iar acum refuză pur și simplu
Să mai înghită ceva,
Își încleștează genele ca pe niște dinți
Înfricoșați de ei înșiși
Și nu mai acceptă nimic,
Strigând că are tot ce-i trebuie înăuntru."
Ana Blandiana,Ochiul meu,5,"Cantități enorme de merinde
Pe care le devoră cu lăcomie,
Dovadă lacrimile care picură din când în când
De sub pleoapele închise
Ca o salivă scăpând indecent și senil..."
Ana Blandiana,Moarte în lumină,1,"Împins,
Întunericul primește contururi,
Se face impur și se mișcă,
Înălțat din zăpadă
Câinele ascultă ceva,
Paznicul începe să-și închidă
Mantaua."
Ana Blandiana,Moarte în lumină,2,"Ajutor, strig
Sperând
Că ar mai putea cineva
Să-l oprească."
Ana Blandiana,Moarte în lumină,3,"Dacă
Nu s-ar mai face dimineață? -
Întreb sperând
Că mă mai poate ajuta cineva."
Ana Blandiana,Moarte în lumină,1,"Numai de tine atârnă asta, tată,
Numai de tine depinde
Ca-n leagănul cald
În care singur m-ai născut
Să-mi vii alături."
Ana Blandiana,Moarte în lumină,1,"Împotriva ta
Cine-ar îndrăzni să-mi vină-n ajutor?
Soarele numai pe tine te-ascultă
Și-odată cu soarele
Cresc în jurul meu
Pădurile de ochi
Mângâioși, umili și uzi."
Ana Blandiana,Moarte în lumină,1,"Nicicând n-am fost mai muritoare
O, spinii tăi îmi intră-n umăr dulci,
Ești prea aproape
Ca să simt durerea
Când capul lin pe pieptul meu îl culci."
Ana Blandiana,Moarte în lumină,2,"Se face noapte peste calendare,
Te leagăn, tată,
În leagănul meu
Și-mi vine să surâd
Când îmi aduc aminte
Că fiul meu cuminte-i Dumnezeu."
Ana Blandiana,Moarte în lumină,3,"Dar noaptea-l crește și mi-l face frate
Și uită că mi-e frate în curând,
Lângă clavicula-i subțire
Gura mea sfântă respirând
O clipă numai indecisă."
Ana Blandiana,Moarte în lumină,4,"Ce spaimă dinainte
De-a fi și eu pe lume
Te face să chemi zorii peste noi?
Când m-ai născut
Te-ai bucurat."
Ana Blandiana,Moarte în lumină,1,"Din ce în ce mai muritoare,
Ce păcat - murmur și nu înțeleg
Dacă păcatul îl plâng
Sau speram doar să vină."
Ana Blandiana,Hotarul,1,"Alergam din toate puterile să găsesc
Locul în care
Să mă așez pe pământ să contemplu
De-o parte ploaia, de-o parte neploaia."
Ana Blandiana,Hotarul,2,"Dar întotdeauna ploaia-nceta înainte
De a-i descoperi hotarele
Și reîncepea înainte
De-a ști până unde-i seninul."
Ana Blandiana,Hotarul,3,"Din toate puterile
Alerg și acum să găsesc locul unde
Să mă așez pe pământ să contemplu
Linia care desparte răul de bine."
Ana Blandiana,Hotarul,4,"Dar întotdeauna răul încetează-nainte
De a-i descoperi hotarul
Și reîncepe-nainte
De-a ști până unde e binele."
Ana Blandiana,Hotarul,5,"Eu caut începutul răului
Pe acest pământ
Înnorat și-nsorit
Rând pe rând."
Ana Blandiana,Joc,1,"Uite, ploaia coase
Cerul de pământ
Cu fir de mătase
Răsucit de vânt."
Ana Blandiana,Să lăsăm să cadă cuvintele,1,"Să le lăsăm să cadă
Aproape putrede,
Abia îmbrăcând în carnea lor
Osul sfânt."
Ana Blandiana,În pocnetul surd,1,"În pocnetul surd al prunelor vinete
Pe pământul umed, afund,
Voluptuos și cu nerușinare
Viața și moartea se întrepătrund."
Ana Blandiana,În pocnetul surd,2,"Durere-plăcere egal vinovate
Că putrezirea e dulce și împlinirea sfârșit -
În pocnetul surd al prunelor vinete
Viața și moartea violent se desfid
Triumfătoare deodată, înlănțuite etern
În luptă și dragoste, crude și pline de
Același cântec fără scăpare
În pocnetul surd al prunelor vinete."
Ana Blandiana,O jumătate de lună,1,"O jumătate de lună
Cade stângace prin cer -
Fă-mă să uit,
Înger stingher,
Fă-mă să uit,
Sau fă-mă s-adorm
În singurătatea
Crescută diform."
Ana Blandiana,O jumătate de lună,2,"Iar dacă visez,
Înger înțelept,
Să nu mai țin minte
Când mă deștept."
Ana Blandiana,O jumătate de lună,3,"Fă-mă să uit,
Sau fă-mă să scriu
Cu țipăt continuu,
Înger pustiu."
Ana Blandiana,O jumătate de lună,4,"Sfâșie-mi al
Neuitării delir,
De singurătate-mi
Să nu mă mai mir."
Ana Blandiana,Trup amar,1,"Miros de trup abandonat de suflet
Sub soarele nerușinat,
Miros de trup pe care
Carnea crește,
În care sângele bolborosește
Și într-un fel de harnică furtună
Celulă cu celulă se-mpreună..."
Ana Blandiana,Din apă ieșeau trupuri albe de plopi,1,"Din apă ieșeau trupuri albe de plopi
Cu forme somnoroase și suave,
Adolescenți frumoși sau doar femei,
Dulce confuzie, pletele jilave
Nu îndrăzneau dorința s-o ascundă,
Apa era fără sfârșit, rotundă,
Luna turna pe luciul ei
Ulei."
Ana Blandiana,Hohotul,1,"În fiecare hohot
Un zeu se dezvăluie
Umflându-și faldurile
Hainei lui largi prin văzduh."
Ana Blandiana,Hohotul,2,"Sunt atâtea feluri de zei
Pe pământ
Încât nu vom prididi niciodată
Să plângem sau să râdem destul
Pentru a-i scoate din ascunzători."
Ana Blandiana,Schimb,1,"Ca două mari oglinzi
În care crezi că vezi
Și numai tot pe tine
Te regăsești răsfrânt,
Unul pe lângă altul
Alunecăm, dând totul
Și reprimind mereu
Ce-am dat și până când."
Ana Blandiana,Țara părinților,1,"Părul îmi ajungea până la pământ
Și treizeci de ani
Mi se părea o răsplată atât de îndepărtată
Încât nu credeam cu putință
Să o ating vreodată,
Plină de cruzime lunecam
Dinspre țara părinților
Spre o lume încă neinventată."
Ana Blandiana,Bruma,1,"Atât de curând voi uita să vorbesc
Că se botează și secundele
Până atunci
Cu nume-atât de lungi
Că nu pot fi rostite-ntr-o secundă..."
Ana Blandiana,Bruma,2,"Bruma pe frunze mari ascultă
Ce liniște va fi-n curând,
Când nu se va mai ghici
Nici cine aude,
Nici cine-ar putea rosti un cuvânt."
Ana Blandiana,După felul în care alunecă luna,1,"Simt că te-apropii întotdeauna
După zăpăceala mestecenilor
Care-ncep să se-agite
Și să foșnească-n neștire,
După felul nesigur
În care alunecă luna,
Tu ești atât de înalt și de subțire
Și ți-e atât de frig."
Ana Blandiana,După felul în care alunecă luna,2,"C-o mână peste ochi
Și tremurând desferici
Păduri fără frunze,
Sate fără biserici..."
Ana Blandiana,După felul în care alunecă luna,3,"Întoarce-te,
Întoarce-te mai repede,
Spune zilelor să te lepede,
Apelor să te lunece,
Stelelor să te-ntunece."
Ana Blandiana,După felul în care alunecă luna,4,"Închide ochii, florile
Pe care le privești se sting,
Păsările pe care le privești apun,
Apele se fac mai mici."
Ana Blandiana,Restul pe masă,1,"Ospătarului îi las restul pe masă,
Celui care îmi face-un cadou
Îi fac unul mai mare,
Celui care-mi surâde-i surâd,
Celui care-mi rânjește-i surâd."
Ana Blandiana,Elegie,1,"Bandajează-mi rănile naive,
Doamnă frumoasă și bună,
Rănile prin care credința mi s-a scurs,
Clipă cu clipă, o lună."
Ana Blandiana,Elegie,2,"Frunze ușoare ce nu mai urăsc
Și n-or mai iubi niciodată
Așază-mi-le compresă pe frunte,
Galbenă doamnă iertată."
Ana Blandiana,Elegie,3,"Leagă-mi urechile cu foșnet de aripi
Să uit mecanicul vuiet de zbor
Și pentru a nu mai căuta să-nțeleg
Acoperă-mi ochii ușor."
Ana Blandiana,Elegie,4,"Și lasă ploaia să curgă pe trupul
Prin care uimirea a trecut ca un plug,
Îngăduie limbilor roșii-ale ierbii
Să mă suie pe rug."
Ana Blandiana,Elegie,5,"Îndură-te-apoi și cheamă ninsoarea
Să cadă nebună, să cadă,
Labele păsărilor să-mi pună, pioase,
Cruci pe zăpadă."
Ana Blandiana,Darul,1,"Aproape mi-l simt pe regele mort de blestemul
Ca mâna lui să prefacă în aur orice,
Să moară flămând pentru că pâinea uscată în aur
Nu mai putea s-o mănânce, nici apa s-o roadă."
Ana Blandiana,Darul,2,"Cerul nu pot să-l privesc - se înnorează de vorbe,
Merele cum să le mușc împachetate-n culori?
Dragostea chiar, de-o ating, se modelează în fraze,
Vai mie, vai celei pedepsite cu laude."
Ana Blandiana,Darul,3,"Vai mie, vai, arborii nu scutură frunze,
Numai cuvinte cad toamna bătrâne și galbene,
Munții înalți îi iubesc, dar se clatină munții
Sub povara împerecheatelor sunete."
Ana Blandiana,Darul,4,"Aș vrea să adun vorbele toate-ntr-un loc,
Să le aprind, să dezbrac lumea de ele,
Dar s-ar scoroji trupul lumii asemeni
Frumosului prinț cu piele de porc din poveste."
Ana Blandiana,Ora,1,"Oasele mele de-argint
În jurul cărora
Se torc lungi orbite de sori
Luminând disperării,
Simt că se-apropie ora
Anunțată de atâtea ori."
Ana Blandiana,Ora,2,"Totul e pregătit,
Înșiră-ți, stăpâne,
Generațiile mute de sclavi
Sub catarg!
Valurile mării se trag
Ca niște gingii bătrâne
De pe dinții bolnavi."
Ana Blandiana,Pe cer,1,"Treceau clipe mari zdrențuite pe cer,
Mișcând pe zăpadă umbre-abia colorate,
Le priveam cum răsar, cum vâslesc și cum pier
În lumina din care izvorâseră toate."
Ana Blandiana,Pe cer,2,"Vinovate de-a fi doar atât se-oglindeau
Înmuțindu-și himera în omătul complice,
Ca și cum s-ar scuza că-s prea gingașe sau
Ca și cum, uluite, ar cerca să explice
Veșniciei fiorul împăcat și intens
Al făpturii lor lungi, de nor auster."
Ana Blandiana,Mă-ntorc în toamnă,1,"Mă-ntorc în toamnă cum mă-ntorc acasă
Din țări mai libere și mai bogate -
Știu iarna care vine, știu bruma care cade
Și ceața nesfârșită, ne-nțeleasă."
Ana Blandiana,Mă-ntorc în toamnă,2,"Dar eu visez amiaza-mbrățișată
De frigul dimineții și al serii,
Ora de miere, galbena zăpadă
Pe care-o ning din crengi învinse merii,
Eu plâng de bucurie în lumina
Nestinsă încă de uriașe nopți
Și-n strugurii zdrobiți în teasc din vina
De-a fi prea buni, prea dulci, prea copți."
Ana Blandiana,Mă-ntorc în toamnă,3,"Eu vin spre frig, deși de frig mi-e groază,
Spre fructul putred care se consumă
În alcoolul limpede-n amiază
Și tulburat în asfințit de brumă."
Ana Blandiana,Mă-ntorc în toamnă,4,"Mi-e frică de întuneric și totuși vin, și vin
Din nesfârșite veri strălucitoare,
Unde tânjesc spre fericitul chin
Al boabei ce apune-n vin și moare."
Ana Blandiana,Mă-ntorc în toamnă,5,"Orgoliu fraged, dragoste copilăroasă,
Fatală, somnoroasă demnitate -
Mă-ntorc în toamnă cum mă-ntorc acasă
Din țări mai libere și mai bogate."
