autor,titlu,strofa,text
Ana Blandiana,Am crescut?,3,"E totul grav. Și înțelegem totul.
De-acum va trece timpul neschimbat.
Ne dă de gol adolescenți doar lipsa
Înțeleptei spaime de moarte."
Ana Blandiana,Am dreptul,1,"Am dreptul oare să închei
Șirul pornit de la facerea lumii,
Sau poate mult mai dinainte,
Din Dumnezeul-amoebă
Rupt în două,
Lucit prin pești, zburat prin păsări
Ca să ajungă la străbunii mei?
Am dreptul să răspund deodată
Nu
Lungului șir de suferinți prin care
Am fost ucisă din părinte în părinte
Până la mine?"
Ana Blandiana,Am dreptul,2,"Pot să mă-ntorc
În moarte printre ei
Și să le spun
Că n-am lăsat în locul meu pe nimeni?
O, da,
Cum aș putea să mulțumesc
În alt fel
Pentru liniștea care m-așteaptă
Decât ducându-le definitiva liniște,
Decât spunându-le: S-a terminat,
Părinți și veghetori ai mei,
Nimic nu vă mai leagă"
Ana Blandiana,Am dreptul,3,"De viață,
Sunteți liberi!
Și cu ușorul gest prin care
Copiii îi alintă pe părinți,
Le-aș prinde clar de moarte-n jurul frunții,
Surâzători mutându-i între sfinți."
Ana Blandiana,Am fost învățată,1,"Am fost învățată că oceanul e foarte mare
Dar nu și ce-nseamnă foarte mare,
Mi s-a spus că deasupra noastră
Sunt stelele,
Dar nu și ce-nseamnă sunt,
Atenția cu care ochii orbi ai păsărilor
Ne privesc
O vom înțelege vreodată?
Vor ști vreodată greierii
De ce-i ascultăm fermecați
Când nu înțelegem ce spun?"
Ana Blandiana,Am obosit,1,"Am obosit să mă nasc din Idee,
Am obosit să nu mor -
Mi-am ales o frunză,
Iată din ea mă voi naște,
După chipul și asemănarea ei, ușor
Seva răcoroasă o să mă pătrunză
Și nervurile îmi vor fi fragede moaște;
De la ea o să învăț să tremur, să cresc,
Și de durere să mă fac strălucitoare,
Apoi să mă desprind de pe ram
Ca un cuvânt de pe buze."
Ana Blandiana,Am obosit,2,"În felul acela copilăresc
În care
Se moare
La frunze."
Ana Blandiana,Am învățat să râdem,1,"Am învățat să râdem
Ca și cum am fi învățat
Mânuirea armelor.
Cei mai norocoși râd doar în vis,
Cei nefericiți râd toată ziua,
Râdem de secole
Și nimeni nu înțelege,
Și rar, uneori, nici noi nu-nțelegem."
Ana Blandiana,Am învățat să râdem,2,"Continua mitralieră a hohotelor
Care ne țin în viață
Sub luna subțire,
Exactă ca o cătușă."
Ana Blandiana,Amân mereu,1,"Amân mereu să trec precum în moarte-n cuvinte,
Dar ca în moarte am certitudinea că voi intra,
Dusă cu sila, plângând după ceea ce las,
Încercând să mă-ntorc de la fiece vamă-a văzduhului."
Ana Blandiana,Amân mereu,2,"O, de-aș avea riscanta credință a dacilor
Nerăbdători să pătrundă în bucurie prin moarte, atunci
Străluminată, cu fruntea aproape statuie,
M-aș pierde zâmbind pentru fericirea cuvintelor."
Ana Blandiana,Amân mereu,3,"O, de-aș avea riscanta credință a dacilor,
Orice secundă să simt că-mi înapoiază milenii,
O, de-aș avea absurda credință a dacilor,
Cei înșelați atât de crunt după moarte..."
Ana Blandiana,Ar trebui,1,"Ar trebui să ne naștem bătrâni,
Să venim înțelepți,
Să fim în stare de-a hotărî soarta noastră în lume,
Să știm din răscrucea primară ce drumuri pornesc
Și iresponsabil să fie doar dorul de-a merge."
Ana Blandiana,Ar trebui,2,"Apoi să ne facem mai tineri, mai tineri, mergând,
Maturi și puternici s-ajungem la poarta creației,
Să trecem de ea și-n iubire intrând adolescenți
Să ne facem copii la nașterea fiilor noștri."
Ana Blandiana,Ar trebui,3,"Oricum ei ar fi atunci mai bătrâni decât noi,
Ne-ar învăța să vorbim, ne-ar legăna să dormim,
Noi am dispărea tot mai mult, devenind tot mai mici,
Cât bobul de strugure, cât bobul de mazăre, cât bobul de grâu..."
Ana Blandiana,Arhitectură-n mișcare,1,"Cine și ce ar putea să oprească vreodată
Această arhitectură-n mișcare
Mereu renăscând și murind,
Această mănăstire ce vine spre mine
Se-apropie, se umflă, și crește, și iată,
Cu bolți și cupole de spumă
Ca niște scufe coroane-atârnând,
Se-aruncă în aer, se-mprăștie lent, se prăvale,
Se destramă-ntr-un nor de meduze, și alge, și crabi,
Și se scurge-n pământ?
Cine-ar putea să încremenească odată
Mișcarea aceasta prea vie pentru a nu mai muri"
Ana Blandiana,Arhitectură-n mișcare,2,"Și pentru a nu mai renaște prea muritoare,
Cine-ar putea să strige valurilor „Stați!""
Și apelor să nu mai fie mare,
Și-acestei mănăstiri mereu surpată
În sine însăși ca într-un ecou
Să îi clocească stâlpii-osificați
În aerul făcut în juru-i ou?"
Ana Blandiana,Aripi,1,"Bisericile n-au acoperișuri,
Ci aripi zgribulite pe trup
De șindrilă,
Pe care va veni o vreme
Să și le deschidă
Și să se înalțe
Încet, ca în silă,
Ducându-și făpturile
De aur și fum
În văzduh tot mai sus,
Zburând cu vuiet mare, precum
Un stol de păsări grele"
Ana Blandiana,Aripi,2,"Spre apus,
În timp ce munți isterici,
Amestecați cu marea
Țâșnită către ei,
S-ar prăvăli -
Frumos sfârșit al lumii
Sub cerul viu albastru
Roind de mari biserici
Vii."
Ana Blandiana,Armura,1,"Trupul meu
Nu-i decât armura
Pe care un arhanghel
Și-a ales-o să treacă prin lume
Și, astfel travestit,
Cu aripile împachetate
Înlăuntru,
Cu viziera zâmbetului
Coborâtă etanș peste față,
Pătrunde în iureșul luptei,
Se lasă-acostat cu măscări,
Împroșcat cu priviri,"
Ana Blandiana,Armura,2,"Și chiar mângâiat
Pe platoșa rece a pielii
Sub care repulsia clocește
Îngerul exterminator."
Ana Blandiana,Atât de frig,1,"Atât de frig, încât îngheață
Pe dinții câinilor saliva
În timp ce latră înspre luna
De spaima căreia turbară,
Atât de frig, încât teroarea
Îmi crapă buzele când strig
Și sângele, cald încă,
Mi-l ling precum o fiară..."
Ana Blandiana,Avram iancu,1,"Dormind înaintează cântând din fluier stins
Învinsul crai al suferinței noastre,
În urma lui cresc codri mari de plâns
Și hohotesc nemuritor dezastre."
Ana Blandiana,Avram iancu,2,"În urma lui se ară singur de cutremur
Pământul nostru pustiit de somn
Și singur, sub al zilei roșu tremur,
Se seamănă cu oase vechi de domn."
Ana Blandiana,Avram iancu,3,"Ar fi destul îndemnul din fluier să-și suspine
Și-ar încolți pământul scârbit războinici grei,
Dar el e încoifat c-un roi somnos de-albine
Și-armate are-n turme picotitorii mei;
Dar struguri dulci se-mbată și ațipesc în vie,
Dar norii-adorm pe ceruri și undele pe lac,
Dar grânele se culcă și se sfârșesc în glie,
Sub greutatea florilor de mac;
Dar dorm în albii râuri și frunzele-n păduri,
O țară-ntreagă transhumată-n vis,
Pe când măritu-i rege cu ochi deschiși și suri,
Dormind înaintează cântând din fluier stins."
Ana Blandiana,Așteaptă să vină octombrie,1,"Așteaptă să vină octombrie,
Așteaptă să treacă
Tulburea fugă de moarte
Ascunsă în rut,
Neroada furie a creșterii
Și coacerea oarbă,
Așteaptă până creanga
Se leapădă de fructe
Și fiara își uită
Puiul crescut."
Ana Blandiana,Așteaptă să vină octombrie,2,"Rămâi în cer
Până când ziua
Are curajul să se umilească,
Punându-se cu noaptea
Spate-n spate
Să vadă cine-i mai înalt
Și noaptea gingașă se-apleacă
Spre a părea
Egale și surori."
Ana Blandiana,Așteaptă să vină octombrie,3,"Nu te-apropia
Până te cheamă
Sânge stângaci
Ca să cobori."
Ana Blandiana,Așteaptă să vină octombrie,4,"Tu vino numai când răsare
Înlăcrimatul soare de octombrie
Din oul văruit cu nouri,
Clocit în calde veșnicii,
Pândește cumpăna din care
Se lasă-n jos cuminte -
Atunci
Poți, chip de om purtând,
Să vii!"
Ana Blandiana,Baladă,1,"Stăpână,
Stăpâne,
Până
Și cine
V-a cunoscut
Rămâne mut."
Ana Blandiana,Baladă,2,"Dă vorbe din palmă
Păsărilor hrană,
Nu-și ține
Pentru sine
Nici o rugăciune,
Nici o sudalmă,
Singur rămâne
Și fără prihană
Ca nenăscut."
Ana Blandiana,Baladă,3,"Litere-sâmburi,
Crânguri-silabe,
Cuvinte-anotimpuri
Ochiu-i încape,
Dar în zadar -
În lacrima lui
Numai albinele
Știu să se-adape,
Numai fluturii
Pot să se-ngroape."
Ana Blandiana,Bruma,1,"Atât de curând voi uita să vorbesc
Că se botează și secundele
Până atunci
Cu nume-atât de lungi
Că nu pot fi rostite-ntr-o secundă..."
Ana Blandiana,Bruma,2,"Bruma pe frunze mari ascultă
Ce liniște va fi-n curând,
Când nu se va mai ghici
Nici cine aude,
Nici cine-ar putea rosti un cuvânt."
Ana Blandiana,Bănuiala,1,"Este liberă floarea
Căreia i s-a stabilit cu precizie
Data când se va deschide
Și data când se va ofili,
Mireasma pe care
Trebuie s-o răspândească
Și culoarea pe care trebuie s-o aprindă?
Ea spune că da."
Ana Blandiana,Bănuiala,2,"Și petalele spun da, fiecare în parte,
Și staminele, și firișoarele de polen,
Și frunzele, și turnul subțire și fraged
Al gâtului. Da."
Ana Blandiana,Bănuiala,3,"Dar ce este atunci libertatea? întreb
Stânjenită puțin de bănuiala răspunsului.
Ce întrebare! se miră
Îngerul clipind din petale."
Ana Blandiana,"Bătrâni, sihaștrii",1,"Îmbătrâniți sihaștrii în păduri
Blana de lup li s-a lipit de trup,
Părul le țese ochii,
Le astupă urechile
Și-n bărbile-ncâlcite albinele-și fac stup."
Ana Blandiana,"Bătrâni, sihaștrii",2,"Ei nu-și aduc aminte de ce-au venit aici
Și nu mai știu demult cuvântul
Pe care trebuiau să-l strige lumii.
Din când în când în chip de vultur
Li se trimite semn de voia cerească,
Dar bătrânii se joacă
Împletind în penele păsării flori
Și Dumnezeu mâniat nu înțelege
Că ei au uitat să urască."
Ana Blandiana,Ca și cum luna,1,"Ca și cum luna ar avea ceva de spus
În dragostea-ură care mă leagă de nea
Pornise să scrie pe omăt strălucitoare
Litere pe care
Tot ea le ștergea."
Ana Blandiana,Ca și cum luna,2,"O amenințare poate
Sau poate un sfat,
Ceva important mi se transmitea,
Cuvintele străluceau și țipau
Pe câmpul pustiu
Ca păunii -
Trebuia să răspund,
Întunericul își ținea respirația,
Palidă, zăpada aștepta,
Cu toții credeau
Că eu știu
Limba moartă a lunii..."
Ana Blandiana,Cercul,1,"N-am cum să mă bucur de cercul
Strălucitor din jurul capului meu,
Abia dacă noaptea în vis
Îmi mai amintesc forma lui minunată
De pe vremea când mă jucam
Rostogolindu-l prin țărână cu-un băț,
Alergând să nu-l pierd
Și lovindu-l din nou
Ca să se rostogolească
Încă o dată."
Ana Blandiana,Cercul,2,"În oglinzi nu se vede,
La pipăit nu se simte,
Numai ochii uimiți
Ai celorlalți îmi sunt dovadă -
Încleștat cu raze în craniu,
Mi l-aș rostogoli cu cap cu tot în țărână,
Dac-aș fi sigură că umerii mei știu să vadă."
Ana Blandiana,Chihlimbar,1,"Atâta lumină în aer,
Atâta miere în cer,
Încât văzduhul întreg pare
Un bulgăre de chihlimbar
În care
Zei fosilizați
Și proiecte neterminate de îngeri
Se întrevăd
Uimitor de exact
Și aproape se mișcă."
Ana Blandiana,Cine dintre noi,1,"Când pleci,
Nu știu care dintre noi doi a plecat,
Când întind mâna
Nu știu dacă nu mă caut
Pe mine,
Când îți spun: te iubesc,
Nu știu dacă nu mie îmi spun
Și mi se face rușine."
Ana Blandiana,Cine dintre noi,2,"Odinioară
Știam cum arăți,
Erai
Nespus de înalt și de subțire,
Știam de unde-ncepi
Și unde mă sfârșesc,
Îți găseam ușor
Buzele, gâtul,
Clavicula dulce,
Umărul copilăresc."
Ana Blandiana,Cine dintre noi,3,"De mult, îmi amintesc,
Eram doi,
Țin minte cum ne țineam de mână...
Cine-a fost înfrânt dintre noi?
Cine-a putut să rămână?
Singurul trup este al tău
Sau al meu?
Și mi-e atât de dor
De cine?
Numai tăcând,
Cu ochii-nchiși, cu dinții strânși,
Mai pot să te distrug"
Ana Blandiana,Cine dintre noi,4,"Cu greu
În mine,
Și-atunci nu mai știu
Unde sunt eu..."
Ana Blandiana,Concert,1,"Trebuie, știu, să rămân în fotoliul acesta,
Neurlând, nedându-mă de-a rostogolul,
Trebuie să stau ca și cum mi-aș face siesta,
Ca și cum n-aș simți sunetele dându-mi ocolul."
Ana Blandiana,Concert,2,"Am un sentiment de înfrângere ca și cum
Ochi albaștri de lup într-un codru zăresc,
Și nu pot să mă apăr, și-s închis într-un drum,
Și-o să mor că pe lupii aceștia eu îi iubesc."
Ana Blandiana,Concert,3,"O să mor că iubesc melodia aceasta suită
Ucigașă spre gâtul meu ca un ștreang,
Ca pe-o arteră-mi tai emoția neîmpărtășită,
Ca pe o lacrimă între pleoape-o sparg."
Ana Blandiana,Concert,4,"Ah, toate-ar fi altfel dac-aș putea să mă sfâșii,
Porțile coastelor să le deschid nesperat,
Direct în inimă, cântec să-mi vii,
Ocolind filtrul urechii stricat."
Ana Blandiana,Concert,5,"Sau de-aș putea, ca-ntr-o iarnă în vântul bătrân,
De trupul meu să mă descotoresc,
Să-mi țin pentru mine numai auzul păgân
Cu care, sunete, să vă iubesc."
Ana Blandiana,Concert,6,"Căci vă iubesc nesfârșit - iată, vă voi ruga
Să vă hrăniți cu bucățile în care mă rup.
O, hrana aceasta cum va-nnobila
Trupul tău, artă, de tânăr lup."
Ana Blandiana,Condiție,1,"Sunt
asemenea
nisipului clepsidrei
care
poate fi timp
numai
în
cădere"
Ana Blandiana,Contratimp,1,"Mă uit în trecut și nu înțeleg
Urmele pașilor mei.
Privesc înghețata zăpadă
Prin care picioarele mele desculțe
(Îmi amintesc) s-au rănit,
Dar urmele lor închipuie semne
În alfabetul unei limbi dispărute."
Ana Blandiana,Contratimp,2,"Ieri ce voiam să spun
Și mâine cum voi mai citi
Durerea mersului de-acum,
Când clipele obeze
Par ani și anii epoci
Nehotărâte și fără sfârșit?
Nici un răspuns nu se naște
Decât când nimeni nu mai are
Nevoie de el
Și întrebarea care-l aștepta
A murit."
Ana Blandiana,Copilărie,1,"Din oglindă mă privea un trup firav
Cu claviatura coastelor distinctă,
Inima-apăsa pe clape grav
Și-ncerca să-apară în oglindă."
Ana Blandiana,Copilărie,2,"N-am văzut-o niciodată, dar știam,
Ca-ntr-un joc de-a baba-oarba, că-i ascunsă
(Precum inima salcâmului din geam
Coșul pieptului de crengi o face frunză)."
Ana Blandiana,Copilărie,3,"Mă-ntrebam de unde l-a-nvățat și dacă
E aievea cântu-i uniform,
Și ca nu cumva în somn să tacă,
Mi-era frică seara să adorm."
Ana Blandiana,Corabia cu poeți,1,"Poeții cred că e o corabie
Și se îmbarcă.
Lăsați-mă să mă urc pe corabia cu poeți
Înaintând pe valurile timpului
Fără să-și clatine catargul
Și fără să aibă nevoie să se miște din loc
(Pentru că timpul se mișcă
În jurul ei tot mai repede)."
Ana Blandiana,Corabia cu poeți,2,"Poeții așteaptă, și refuză să doarmă,
Refuză să moară,
Ca să nu piardă clipa din urmă
Când corabia se va desprinde de țărm -
Dar ce e nemurirea dacă nu
Chiar această corabie de piatră,
Așteptând cu încăpățânare ceva
Ce nu se va întâmpla niciodată?"
Ana Blandiana,Croaziere,1,"Știu mările planetei din croaziere,
Plecări aproape-adevărate-n lume,
Cu valuri uriașe și furtuni,
Cu pești nemaivăzuți și păsări rare,
Cu ierburi de culori necunoscute,
Cu ochiul treaz al farului pe urma noastră
Patern îngăduindu-ne-aventura
Și libera corabie lung plutind
La capătul sforii legate în port."
Ana Blandiana,Cu capul în jos,1,"Răstoarnă oglinda,
Varsă din ea conținutul,
Lucrurile mișunătoare,
Petele de rugină care respiră
Lipite de sticlă,
Privirile mișcându-și labele genelor,
Chipul tău
Mâzgălit de edițiile lui succesive."
Ana Blandiana,Cu capul în jos,2,"Răstoarn-o cu capul în jos,
Scutur-o bine,
Să nu mai rămână nimic
Decât pielița sticlei
Luminoasă și rece."
Ana Blandiana,Cu fața spre munți,1,"Dacă aș înceta să aud,
Lumea mi s-ar părea deodată ridicolă
Ca o emisiune căreia i s-a luat sunetul
La televizor?
Un Dumnezeu surd
Peste care apele se fac de lână și cad,
Iar norii se ciocnesc fără tunet
Ca niște ghemotoace de hârtie
În coșul de gunoaie al cerului
Ar da semnalul încetării de sens
Acestui univers ce nu există
Decât prin scrâșnetul produs."
Ana Blandiana,Cu fața spre munți,2,"Iar palmele lui mari,
Care-i amplifică uneori
Pavilionul urechii,
Mi s-ar pune pe umeri
Întorcându-mă încet
Cu fața spre munți."
Ana Blandiana,Cumintele animal,1,"Ce cuminte e animalul numit univers!
Cutreierat de planete
Ca de globule roșii și albe,
Sorii îi ard - temporare focare
Pe creier..."
Ana Blandiana,Cumintele animal,2,"Noi suntem ochii,
Pe care i-a deschis târziu
Asemeni pisicilor,
Ochii fragili pe care îi păzește
Cu grijă și încrâncenare nesfârșită."
Ana Blandiana,Cuplu,1,"Unii te văd numai pe tine,
Alții mă văd numai pe mine,
Ne suprapunem atât de perfect
Încât nimeni nu ne poate zări deodată
Și nimeni nu îndrăznește să locuiască pe muchia
De unde putem fi văzuți amândoi."
Ana Blandiana,Cuplu,2,"Tu vezi numai luna,
Eu văd numai soarele,
Tu duci dorul soarelui,
Eu duc dorul lunii,
Stăm spate în spate,
Oasele noastre s-au unit de mult,
Sângele duce zvonuri
De la o inimă la alta."
Ana Blandiana,Cuplu,3,"Cum ești?
Dacă ridic brațul
Și-l întind mult înapoi
Îți descopăr clavicula dulce
Și, urcând, degetele îți ating
Sfintele buze,
Apoi brusc se-ntorc și-mi strivesc
Până la sânge gura."
Ana Blandiana,Cuplu,4,"Cum suntem?
Avem patru brațe să ne apărăm,
Dar eu pot să lovesc numai dușmanul din fața mea
Și tu numai dușmanul din fața ta,
Avem patru picioare să alergăm,
Dar tu poți fugi numai în partea ta
Și eu numai în cealaltă parte."
Ana Blandiana,Cuplu,5,"Orice pas este o luptă pe viață și pe moarte.
Suntem egali?
Vom muri deodată sau unul va purta,
Încă o vreme,
Cadavrul celuilalt lipit de el
Și molipsindu-l lent, prea lent, cu moarte?
Sau poate nici nu va muri întreg
Și va purta-n eternitate
Povara dulce-a celuilalt,
Atrofiată de vecie,
Cât o cocoașă,
Cât un neg..."
Ana Blandiana,Cuplu,6,"Oh, numai noi cunoaștem dorul
De-a ne putea privi în ochi
Și-a înțelege astfel totul,
Dar stăm spate în spate,
Crescuți ca două crengi
Și dacă unul dintre noi s-ar smulge,
Jertfindu-se pentru o singură privire,
Ar vedea numai spatele din care s-a smuls
Însângerat, înfrigurat,
Al celuilalt."
Ana Blandiana,Câmpia,1,"O, Doamne, dar eu?
Cumpănă a unei fântâni
Cu cât mai în cer
Cu atât mai adânc
Tensionată spre ape,
Privind de acolo câmpia
Arsă de secetă
Și fantomele dropiilor
De mult dispărute
Cum încremenesc cu gâtul întins
Și ascultă."
Ana Blandiana,Cândva arborii aveau ochi,1,"Cândva arborii aveau ochi,
Pot să jur,
Știu sigur
Că vedeam când eram arbore,
Îmi amintesc că mă mirau
Ciudatele aripi ale păsărilor
Care-mi treceau pe dinainte,
Dar dacă păsările bănuiau
Ochii mei,
Asta nu îmi mai aduc aminte."
Ana Blandiana,Cândva arborii aveau ochi,2,"Caut zadarnic ochii arborilor acum,
Poate nu-i văd
Pentru că arbore nu mai sunt,
Sau poate-au coborât pe rădăcini
În pământ,
Sau poate,
Cine știe,
Mi s-a părut numai mie
Și arborii sunt orbi dintru-nceput..."
Ana Blandiana,Cândva arborii aveau ochi,3,"Dar atunci de ce
Când trec de ei aproape
Simt cum
Mă urmăresc cu privirile
Într-un fel cunoscut,
De ce când foșnesc și clipesc
Din miile lor de pleoape
Îmi vine să strig -
Ce-ați văzut?..."
Ana Blandiana,Cântecul,1,"Cântecul ăsta îl scriu pe frunze cu-o dudă,
În urma mea vin furnici în cohorte și-l sorb,
Nici o ureche nu va putea să-l audă
Și tot văzduhul va fi pentru raza mea orb."
Ana Blandiana,Cântecul,2,"Furnicile însă îl vor purta în pământ
Și ploile nu vor putea pătrunde să-l șteargă,
Semințele îl vor înțelege căzând
Și-l va simți numai fragedul vierme din fragă."
Ana Blandiana,Cântecul,3,"Iarba-l va scoate anul viitor la lumină
Și-o să-l crească și-o să-l usuce soarele,
Iar dac-o să aibă noroc or să vină
Și or să-l pască somnoroase și indiferente mioarele."
Ana Blandiana,Cântecul,4,"Va curge în lapte apoi înțelept, înstelat,
Și nimeni n-o să-și mai aducă aminte
C-a fost zămislit din păcat,
C-a fost gândit în cuvinte."
Ana Blandiana,Cât aș fi vrut,1,"Cât aș fi vrut să fie
Totul perfect ca o plantă
Pe care doar toamna târzie
Are puterea s-o stingă
Și peste care ninsoarea
Are norocul să ningă
Viața cealaltă."
Ana Blandiana,Cât aș fi vrut,2,"Cât aș fi vrut
Să nu semănăm nimănui,
Frumoși și curați
Să nu știm lupta niciodată,
Să trecem prin lume
Străini de minciună,
De durere mirați,
Fericiți de-a ajunge-mpreună
În viața cealaltă."
Ana Blandiana,Cât aș fi vrut,3,"Cât aș fi vrut
Să fim egali totdeauna,
Tineri mereu alunecând pe o pantă
La capătul căreia umed, adânc
Răsfrânge-se luna
În viața cealaltă."
Ana Blandiana,Cât aș fi vrut,4,"Cât aș fi vrut.
N-am pierdut
Decât o clipă înaltă,
Destulă urii să ne împroaște
Cu moarte,
Să ne rostogolească tot mai departe
Deolaltă,
Singuri și-atât de bătrâni
Că nu ne-am putea recunoaște,
Chiar de ne-am mai întâlni
În viața cealaltă."
Ana Blandiana,Cărare,1,"Cărare dreaptă
Trasă prin iarbă
De pieptănul tălpilor goale
Ca printr-un păr
Al țărânii,
Creștet fierbinte de somn
Și gata să se prăvale
De bună voie din toamnă
Precum din viață, bătrânii."
Ana Blandiana,Dacă,1,"Și dacă, în noaptea din jur,
Mi-aș da, cu un gest cunoscut,
Foc în piața cea mare
S-ar trezi cineva din somn
De prea multă lumină
Sau ar întreba cineva
De unde mirosul de fum?
O pace fierbinte-ntreruptă
Din când în când de asfaltul
Crăpând senzual sub puterea
Pumnului ierbii. Miroase"
Ana Blandiana,Dacă,2,"Un pom înflorit într-o curte
Și-aproape cu pulsul se-aude
Fructul în floare crescând.
Istorie,
Mai slabă și mai fără rost decât firul
Nevăzut de polen
Care naște un rod..."
Ana Blandiana,Dacă,3,"Dacă aș fi fost făcută
Să mă plimb printre frunze de mentă
Pe margini subțiri de pâraie
Curgând peste ierburi
Cu mirosuri străvechi;
Dacă nu mi-ar fi fost
Zidit între tâmple
Clopotul a cărui bătaie
Sparge pereții de os și inventă
Spaime legate-ntre ele prin rime perechi;
Dacă nu mi s-ar da mereu
Și mereu aceeași dovadă dementă"
Ana Blandiana,Dans în ploaie,1,"Lăsați ploaia să mă îmbrățișeze de la tâmple până la glezne,
Iubiții mei, priviți dansul acesta nou, nou, nou,
Noaptea-și ascunde ca pe-o patimă vântul în bezne,
Dansului meu i-e vântul ecou."
Ana Blandiana,Dans în ploaie,2,"De frânghiile ploii mă cațăr, mă leg, mă apuc
Să fac legătura-ntre voi și-ntre stele.
Știu, voi iubiți părul meu grav și năuc,
Vouă vă plac flăcările tâmplelor mele."
Ana Blandiana,Dans în ploaie,3,"Priviți până o să vi se atingă privirea de vânt
Brațele mele ca niște fulgere vii, jucăușe -
Ochii mei n-au cătat niciodată-n pământ,
Gleznele mele n-au purtat niciodată cătușe!
Lăsați ploaia să mă îmbrățișeze și destrame-mă vântul,
Iubiți-mi liberul dans fluturat peste voi -
Genunchii mei n-au sărutat niciodată pământul,
Părul meu nu s-a zbătut niciodată-n noroi!"
Ana Blandiana,Darul,1,"Tragic mi-e darul, asemeni pedepselor vechi.
Ce strămoș mi-a greșit ca să-i port - lauri - vina?
Tot ce ating se preface-n cuvinte
Ca-n legenda regelui Midas."
