autor,titlu,text
Tudor Arghezi,Canină,"De-aseară latră, latră, latră,
E miezul nopții, multe stele
Au ostenit în cer și ele
Și s-au întors în cuib, la vatră.
Nenumărat mi-a fost drumețul
Care-a pierdut, nenumărate,
Pornirile-mi înverșunate
Să sfarm cu cîinele cotețul.

El însă nu s-a ostenit.
E noapte neagră ca-ntr-o turlă.
Ceasu-i de urlet potrivit.
Și cîinele-a urlat și urlă.

El o să latre pînă-n zori ...
Adio gînduri și luare-aminte !
Cățeii-au dreptul și-s datori
Să latre și de-aci-nainte.

Era un cățeluș cuminte ..."
Tudor Arghezi,Cântec de adormit mitzura,"Doamne, fă-i bordei în soare,
Într-un colț de țară veche,
Nu mai nalt decât o floare
Și îngust cât o ureche.

Și-n pridvor, un ochi de apă
Cu o luntre cât chibritul,
Ca-n crâmpeiul ei să-ncapă
Cerul tău și nesfârșitul.

Dă-i un fluture blajin
Și o broască de smarald
Și-n pădurea de pelin
Fă să-i stea bordeiul cald.

Și mai dă-i, Doamne, vopsele
Și hârtie chinezească,
Pentru ca, mânjind cu ele,
Slava ta s-o smângălească.

Și când totul va fi gata
S-o muta la ea și tata."
Tudor Arghezi,Cântec mut,"La patul vecinului meu
A venit az-noapte Dumnezeu,
Cu toiag, cu îngeri și sfinți,
Erau așa de fierbinți,
Că se făcuse în spital
Cald ca subt un șal.

Ei au cântat din buciume și strune,
Câte o rugăciune,
Și au binecuvântat
Lângă doftori și lângă pat.

Doi îngeri au adus o carte
Cu copcile sparte,
Doi o icoană,
Doi o cârjă, doi o coroană.
Diaconii-n stihare
Veneau de sus, din depărtare,
Cădind pe călcâie
Cu fum de smirnă și tămâie.

Lumânări de ceară
Se încrucișară.
Scara din cereasca-mpărăție
Scobora în infirmerie,
Pe trepte de cleștar,
Peste patul lui de tâlhar.
Cei de față vorbeau pe dește
Cu el, și bisericește.
În tindă,
Creșteau plopi de oglindă
Și o lună cât o cobză de argint.
L-am auzit șoptind.
Și toată noaptea a vorbit cu ei
Și cu icoana Dumneaei
A de-a pururea Fecioare,
De Dumnezeu Născătoare.

- ""Lăsați-l: nu poate să v-asculte.
Nu vedeți? Azi are vizite multe,
Domnule grefier"".
Zăbrelele s-au îndopat cu faguri de cer
Și atârnau candele de stele
Printre ele.
Ferestrele închise
S-au acoperit cu ripide și antimise,
Și odaia cu mucegai
A mirosit toată noaptea a rai.

L-am găsit
Zgârcit.
El stă acum în pat.
Unde-i sufletul lui? Nu știu. A plecat."
Tudor Arghezi,Cantilenă,"Trăindu-și zilele și anii,
Pier prietenii, pe rînd, ca și dușmanii,
La fel, și legea ta nu cruță.
I-ai încărcat de-a valma-ntr-o căruță
Cu calul orb, bolnavi de boala vieții
Și proștii și isteții.

Le-ai dat și-un gust de grea eternitate
Că-au fost ori buni, ori negri de păcate.
La fel, totuna ți-e, și viața și neviața.

Începe noaptea. Unde-i dimineața ?
E frig în suflet, sufletu-i sărac
Și nu pot ști cu ce să-l mai îmbrac.
Mi-e mintea înghețată.
Am fost cîndva și n-am fost niciodată ?
Măritule, blajinule, tu poți
Să mi-i ucizi în parte, ca eu să-i plîng pe toți."
Tudor Arghezi,Catrene și distihuri,"Oricare-i timpul și felul de doctrină,
Se-mparte lumea-n două, în multă și puțină.

Trîmbiți, clopote, laute, tobe, flaute, tipsii -
Noaptea s-a tîrît prin ceață, printre hăuri și vecii.

Și azi aceleași ceasuri mereu, fără sfîrșit,
Ca niște amfori negre, pe umeri, de granit.

Din viața voastră goală făceați întîietate
Că fiecare ține să aibă el dreptate,
Dreptatea mea-i supusă dreptății tale ș-între
Dreptățile-ntristate domnesc doar cele mîndre.

E oltean, însă, din fire,
Nu-i la minte prea subțire,
Și desigur a mințit
Ca să crezi că nu-i corcit.

Pe cît crești și ești mai mare
Te obraznicești mai tare.

După cazne de un an
Poți să scrii și un roman.

Nu auzi nimic, măcar
Ia urechi de la măgar.

De vorbește
Te stropește,
Dacă tace
Nici atît nu poate face."
Tudor Arghezi,Cel ce gândește singur,"Cel ce gândește singur și scormone lumina
A dat o viață nouă și-um om de fier, mașina,
Ființă zămislită cu gândul și visareea,
Neînchipuit mai tare ca brațul și spinarea.

Cu ea brăzdezi pământul în lung și lat și sameni,
Și una ține locul la mii de mii de oameni
Topitorii, cuptoare, mori, puțuri, fierăstraie,
O sârmă de lumină, o țeavă vâlvătaie,

O lampă duce graiul și dă-n văzduhuri vești
Că omul zămislește puterea din povești,
Se face depărtarea mai scurtă decât pasul,
La mii de poști s-aude și cunoaște glasul.

Vorbești cu fundul lumii, la tine, din odaie,
Secunda-ntrece veacul și timpul se-ncovoaie:
Pe-o sfoară cât e firul de păr și se agață
Vecia, nesfârșitul, pe un crâmpei de ață.

Se-nalță slabul, omul, pe aripi în Țării
Și-aduce de acolo noi legi și mărturii.
Iată-l, scoboară-n hăuri cu coiful lui rotund
Și râcâie oceanele pe fund,

El trece prin vâlvoare, prin cremene și gheață,
Pornise de cu seară, s-a-ntors de dimineață,
Și nu l-a ars dogoarea, nu l-a-mpietrit nici greul,
E țara lui pământul și l-a-mpletit cu cerul.

Și-aprinde de lângă Argeș, luleaua, și văpaia
Din pipă încă-i arde, ajung pe Himalaia,
Și pâinea coaptă-acasă, într-un cuptor domol,
I-o gustă pinguinii tot proaspătă, la Pol,

Și, în sfârșit, urmașul lui Prometeu, el, omul,
A prins și taina mare, a tainelor, atomul.
El poate omenirea, în câteva secunde,
S-o-ntinerească nouă pe veci, ori s-o scufunde.

E timpul, slugă veche și robul celui rău,
Tu, omule și frate, să-ți fii stăpânul tău."
Tudor Arghezi,Cinci pisici,"Am în grădină cinci pisici
Din care două sînt pisoi,
Ele - gingașe, moi și mici,
Ei - dolofani și zdraveni amîndoi;

Spinări, picioare,- ncheieturi ca fierul,
Unghii de șoim și colții lungi, de fiare,
N-ar cuteza nici șarpele, nici jderul
Să simtă-n ceafă crîncenele ghiare.

Cînd calcă-n flori și dau să se oprească
S-asculte parcă un murmur pierdut,
Le cade ca pe-o scoarță oltenească
Țesută umbra printre foi de dud.

Sunt tigrii mei, de veche obîrșie
Și mă mîndresc cu neamul lor cel mare,
Și bărbătesc și blînd la duioșie
Și-ntr-adevăr țesuți ca pe covoare.

Dar de ajuns să latre un cățel,
Că fug în pom și uită și de mine.
Tigri de junglă neagră, stați nițel,
Că mi-ați făcut mîndria de rușine."
Tudor Arghezi,Cînd veniră,"Cînd veniră furii în ogradă
Ei n-au venit întîi grămadă.
Nu au venit cum vin, deobște, hoții
Cu ceata și-odată cu toții.
Ograda, satul și cătunul
I-au cunoscut, venind, pe cîte unul.
Și n-au venit nici noaptea, pe furiș,
Feriți de drum și luminiș.
Ei au venit cum vin vecinii,
În toiul zilei.  Se coceau ciorchinii
Și atîrnau din frunze poame coapte.
Era mai multă zi decît fusese noapte
Și n-ațipeau, că-n deal se și trezea
Ziua de aur în grădina mea.
M-au întrebat ce-mi fac copiii.
Unii munceau prin fundurile viei,
Alții-i zăream pe scule cum se-ndoaie
Biruitori în luncă și-n zăvoaie,
Cu seceri de scîntei și cu topoare noi.
În lanurile de trifoi
Vedeam și coasele cum zboară,
Tăind nutrețul meu a patra oară.
Cum auzeam că spun și-ntreabă
Păreau să fie oamenii de treabă.

Dar cîinii ridicați în bătătură
Iau dus lătrați, din gură-n gură.
Cîinii mei proști, Potaia și Lățosul,
Citesc cu nasul și mirosul."
Tudor Arghezi,Cirip,"Veniră pîlcuri de Florii,
Din Sfîntul  Munte și Ierusalim,
Cu călăuza unui serafim,
Peste prăpăstii, ape și cîmpii.

De Paște va trebui să fie
Praznice sfinte în Tării,
Clopote, coruri, liturghie
Și îngeri mulți, sute și mii.

Doi heruvimi au tras la noi
Și au găsit un cuib de lut
Gata făcut, bine făcut,
Cu cîlț ușor și scame moi.

Copiii ni s-au deșteptat
Cu stoluri în ferestre și pridvoare,
Și sfeșnicele s-au aflat,
Ale livezilor, aprinse cu o floare.

Văzduhul sună în viori
Subt ștreașinile-adînci și frînte,
Ele-a cîntare au purces din zori,
Căci oamenii-au uitat să cînte."
Tudor Arghezi,Creion 1,"Fă-te, suflete, copil
Și strecoară-te tiptil
Prin porumb cu moț și ciucuri,
Ca să poți să te mai bucuri.

Strînge slove, cărți și pană,
Dă-le toate de pomană
Unui nou învățăcel,
Să se chinuie și el.

Gîndul n-o să te mai fure
Prin zăvoaie și pădure,
Cu ecoul de cuvinte
Care-ngînă și te minte.

Cînd tristețile te dor,
Uită tot și tîlcul lor"
Tudor Arghezi,Creion 2,"În grădina-n care scriu,
Cerne aur argintiu
O tipsie ca de jar,
Spînzurată-ntr-un arțar.

Florile trezite mi-s.
Aripile și-au deschis,
Și desprinse din răzoare,
Stoluri lungi încep să zboare."
Tudor Arghezi,Creion 3,"Luna umblă printre case
Îmbrăcată-n ceață fină.
Ornicele bat de șase.
Fiecare-i lună plină.

Noi ne ducem printre luni,
Filosofi și domnișoare,
Culegînd prin foi de pruni
Stele albe, mărțișoare.

Îmbatîndu-se cu ochii
Își întoarce capul, una,
Sprintenă prin faldul rochii.
Și atunci bătu și luna."
Tudor Arghezi,Creion 4,"Printre castanii puși la rînd
Bolnavii cască meditînd
În vînăta lumină ștearsă,
De faclă și feștilă arsă.

Ei se mai sprijină de viață
Urziți în sita firului de ceață,
Și-i sorb încet, în moalele părete,
Văzduhurile sure, de burete.

Ce caută subt negură și frunză,
Ține să tacă-n lut și să se-ascunză.

Mi-a fost cîndva și mie dor
De lucrul sufletului lor."
Tudor Arghezi,Creion 5,"E-o burtă fiecare, îmbrăcată,
Și burta-ncepe de la beregată,
Subt altă burtă-ntre  urechi,
Osînză nouă pe slănini mai vechi.
A treia burtă și a patra burtă
Făptura lor mai lată decît scurtă
Se poartă în nădragii de la spate
Ca doi dăsagi de mare sănătate.
Sătui și grași între flămînzi,
Din ce în ce mai plini și mai rotunzi.
Cînd toată lumea-i pielea de pe oase
Lor li se fac și buzele mai groase
Și pleoapele și nasul, și ochii blegi agale,
Intră-n desenul altor animale,
Căci și surîsul pripășit pe gură
Nu se mai ține de figură
Și parcă rătăcește nevăzut
Pe zîmbetul mai strîns, de la șezut."
Tudor Arghezi,Crucea veche,"Crucea veche de la drum
Este cum s-a pomenit,
Cu Hristos cel răstignit,
Zugrăvit cu terci de fum.

Turmele și carele,
Vremea, vîntul trec și pier,
Ea stă singură la cer,
Ca Acela Carele ...

Lemnul i se tot dăvingă,
Zugrăveala se mănîncă,
Trupul se cunoaște încă,
Povîrnit pe mîna stîngă.

Toamna, grija nu știu cui
Mai bătea cîte un cui,
Și c-un deget sau cu două
Da cu albăstreală nouă."
Tudor Arghezi,Cucuveaua,"E noapte, șoapte trec pe baltă,
Tușește clopotul în turn,

Vibrează lung
Saturn
Saturn
O cucuvea pe bolta-naltă.
Saturn,
Saturn, răsună-n vînt.
Dantele negre deșirate
Se-ntind pe pietrele curate,
Pe turnul alb cu vîrful frînt.
Nici-un cuvînt, e vînt, e vînt.
Din gang ies plete de-ntuneric.
E rîs, e plînsul ei himeric.
E noapte, șoapte trec pe baltă,
Saturn,
Saturn, vibrează-n vînt.
Nici un cuvînt, e vînt, e vînt."
Tudor Arghezi,Cuprinsul,"Pămîntul, țarina, bucatele,
Puse-n spinarea mea cu toatele,
Oameni și turme și vite,
Brazdele zguduite,
Potecile, miriștea,
Durerile, neliniștea,
Ploaia, negura, vîntul,
Hobotul, spaima, frămîntul.

Cum a intrat în mine țara toată ?
Cum a-ncăput o țară-ntr-o lopată ?
Pădurile într-un ghiveci de lut ?
O mare-ntreagă-ntr-un pahar băut ?

Atuncea, dimpreună cu ele-n stropul meu
De zmîrc, a început și Dumnezeu."
Tudor Arghezi,Cuvântul,"Vrui, cititorule, să-ți fac un dar,
O carte pentru buzunar,
O carte mică, o carticică

Din slove am ales micile
Și din înțelesuri furnicile.
Am voit să umplu celule
Cu suflete de molecule.

Mi-a trebuit un violoncel:
Am ales un brotăcel
Pe-o foaie de trestie-ngustă.
O harpă: am ales o lăcustă,
Cimpoiul trebuia să fie un scatiu
Și nu mai știu...

Farmece aș fi voit să fac
Și printr-o ureche de ac
Să strecor pe-un fir de ață
Micșorata, subțiata și nepipăita viață
Până-n mâna, cititorule, a dumitale.

Măcar câteva crâmpeie,
Măcar o țandără de curcubeie,
Măcar nițică scamă de zare,
Nițică nevinovăție, nițică depărtare.

Aș fi voit să culeg drojdii de rouă
Într-o cărticică nouă,
Parfumul umbrei și cenușa lui.
Nimicul nepipăit să-l caut vrui,
Acela care tresare
Nici nu știi de unde și cum.

Am răscolit pulberi de fum..."
Tudor Arghezi,Cuvinte stricate,"Toate
Cuvintele mele sunt întortochete
Și s-au îmbătat.
Le vezi ? Au căzut, s-au sculat
Au vrut să alerge și să joace,
Dar beția le-a prăvălit încoace.
Nu mai știu ce spun și îs
Bolnave de rîs.

S-au stricat cuvintele mele !
Umblă prin mocirle cu stele
De cositor
După un mărțișor,
Și-ar voi să culeagă roade
Fîstîcite și neroade
Din sălcii nici verzi.

Cuvintele să nu mi le mai dezmierzi,
Să nu le mai spuie agale
Buzele tale,
Să nu le mai cînte cumva
Vocea ta
Și pe cobză deștele.

Hulește-le !"
Tudor Arghezi,De ce?,"Mă-ntrebi: de ce plâng?
Am ascultat un poem.
Mă-ntrebi: de ce plâng?
Am auzit un cântec.
Mă-ntrebi: de ce plâng?
Mi-a povestit un nevoiaș suferința lui.
De ce am plâns?
Toate au atins răspântiile vremii cu tălmăcirea
frumoasă în cuvinte, vioară și suspin, a durerii de a simți,
de a nu ști și de a te întrista.
Am plâns de frumusețe."
Tudor Arghezi,De paști,"La toate lucarnele și balcoanele
Au scos din cer îngerii icoanele
Și-au aprins pe scări
Candele și lumânări.

Orașele de sus, în sărbătoare,
Au întins velințe și covoare,
Și ard în potire
Mireasmă subțire.

Și din toate ferestrele odată,
Mii și sute de mii,
Heruvimii fac cu mâna bucălată
La somnoroșii copii."
Tudor Arghezi,De-a v-ați ascuns,"Dragii mei, o să mă joc odată
Cu voi, de-a ceva ciudat.
Nu știu când o să fie asta, tată,
Dar, hotărât, o să ne jucăm odată,
Odată, poate, după scăpătat.

E un joc viclean de bătrâni
Cu copii, ca voi, cu fetițe ca tine,
Joc de slugi și joc de stăpâni,
Joc de păsări, de flori, de căni,
Și fiecare îl joacă bine.

Ne vom iubi, negreșit, mereu
Strânși bucuroși la masă,
Subt coviltirele lui Dumnezeu.
Într-o zi piciorul va rămâne greu,
Mâna stângace, ochiul sleit, limbă scămoasa.

Jocul începe încet, ca un vânt,
Eu o să rad și o să tac,
O să mă culc la pământ.
O să stau fără cuvânt,
De pildă, lângă copac.

E jocul sfintelor Scripturi.
Așa s-a jucat și Domnul nostru Isus Hristos
Și alții, prinși de friguri și de călduri,
Care din câteva sfinte tremurături
Au isprăvit jocul, frumos.

Voi să nu va mâhniți tare
Când mă vor lua și duce departe
Și-mi vor face un fel de înmormântare
În lutul afânat sau tare.
Așa e jocul, începe cu moarte.

Știind că și Lazăr a-nviat
Voi să nu va mâhniți, s-așteptați,
Ca și cum nu s-a întâmplat
Nimic prea nou și prea ciudat.
Acolo, voi gândi la jocul nostru, printre frați.

Tata s-a îngrijit de voi,
V-a lăsat vite, hambare,
Pășune, bordeie și oi,
Pentru tot soiul de nevoi
Și pentru mâncare.

Toți vor învia, toți se vor întoarce
Într-o zi acasă, la copii,
La nevasta, care plânge și toarce,
La văcuțe, la mioare,
Ca oamenii gospodari și vii.

Voi creșteți, dragii mei, sănătoși,
Voinici, zglobii, cu voie bună,
Cum am apucat din moși-strămoși.
Deocamdată, feții mei frumoși,
O să lipsească tata vreo lună.

Apoi, o să fie o întârziere,
Și altă, și pe urmă altă.
Tata nu o să mai aibă putere
Să vie pe jos, în timpul cât se cere,
Din lumea ceealalta.

Și, voi ați crescut mari,
V-ați capatuit,
V-ați făcut cărturari,
Mama-mpletește ciorapi și pieptari,
Și tată nu a mai venit...

Puii mei, bobocii mei, copiii mei!
Așa este jocul.
Îl joci în doi, în trei,
Îl joci în câte câți vrei.
Arde-l-ar focul."
Tudor Arghezi,De-o fi să mor,"De-o fi să mor, de-o fi să mor
Să mă lăsăți în vechea haină,
Vor ști doar codrii a mea taină ...
La groapa mea dați zor, dați zor.

Cînd voi fi mort, în vreo trei scînduri
Să m-așezați, n-oi ști de gînduri,
Am fost și gînd, dar am trecut,
Am suspinat, dar am tăcut ...

La groapa mea dați zor, dați zor...
De-o fi să mor, de-o fi să mor ..."
Tudor Arghezi,Deșertăciune,"Toată ziua, toată noaptea treaz,
Cine-mi spune de o viață-ntreagă
Să fiu gata pentru care ceas
Când o taină poate se dezleagă?

Taina celor taine fără număr,
Înnădite și încrucișate
Între creștet, inimă și umăr,
Jugul, hamul meu de rob și frate.

Traista-i gata, cârja-i în pridvor,
Drumul o să fie lung pe lună,
Drumul de un om și un picior
Strâmt și-ngust cu ceața dimpreună.

Stau la pândă-n bălți și împrejur,
Clopot, voce, tunet să mă strige,
Țipăt rău sau șoaptă să murmur,
Ce voi zice, nu știu, ce voi zice?

Și mi-e spaimă de ceva urât,
De o fiară, de un ceas pe care
Îl așteaptă sufletul atât,
Lângă viață, lângă închisoare.

Cine strigă? Nimeni n-a strigat?
Cucuvaia, greierul, tâlharul?
Voi fi fost chemat și-apoi uitat?
Bate timpul, trece minutarul.

Netrăită viața s-a sfiit
Și-am trăit-o însutit."
Tudor Arghezi,Doamnă moarte,"Mă ispitești de-o viață-ntreagă
Să-mi cazi prin farmecele-ți dragă
În mantii și dantele și belșug,
Și m-am trezit dormind cu tine-ntr-un coșciug."
Tudor Arghezi,Doi copii,"Doi copii s-au dus de mâna
Colindând o saptamâna
Dupa scoici, dupa ghioace.

Vrând cum marea sa se joace,
Ea, pierduta-n hora ei,
Nu s-a prins la rând cu ei.
Atâtata sa-si destrame
Paturile de naframe.

Se dezbraca si se-mbraca,
Singura ca sa se placa,
Fermecata sa se scalde
În sidefuri si zmaralde.

Nu stiu ce le-a casunat
Pe la ceasul înnoptat,
Ca pe un drumeac stingher
S-au pierdut, intrând în cer..."
Tudor Arghezi,Doi frați,"O zi din celelante-n săptămînă,
Scot ciutura mea plină din fîntînă
Pe cumpăna grădinii. Mereu ca-ntîia oară,
Ea se înalță și scoboară.
Mă uit în undă chipul să-mi cuprindă,
Că n-am, în cîmp, la sapă, o altfel de oglindă.
Dar ieri venind și boul, dintr-însa să se-adape,
Ne-am oglindit alături în tremurul de ape.
Joian mi-e frate galeș, iubit, în arătură.
În ciutură se vede-ndoita sorbitură."
