autor,titlu,text
Ana Blandiana,Penel,"Iarna crengile scriu
Poezii japoneze
Cu penel fumuriu
Pe mătasea zăpezii,
Ca și cum s-ar feri
Să-nțeleg, ca și cum
În zadar și deși
Plânsem toți și șezum
Sub aceiași copaci
Ai aceluiași veac -
Îngeri muți și stângaci
Mă învață să tac
Neînțelese poeme
Picurând din zăpadă:
Ieri era prea devreme,
Azi au fost altădată."
Ana Blandiana,Amân mereu,"Amân mereu să trec precum în moarte-n cuvinte,
Dar ca în moarte am certitudinea că voi intra,
Dusă cu sila, plângând după ceea ce las,
Încercând să mă-ntorc de la fiece vamă-a văzduhului.
O, de-aș avea riscanta credință a dacilor
Nerăbdători să pătrundă în bucurie prin moarte, atunci
Străluminată, cu fruntea aproape statuie,
M-aș pierde zâmbind pentru fericirea cuvintelor.
O, de-aș avea riscanta credință a dacilor,
Orice secundă să simt că-mi înapoiază milenii,
O, de-aș avea absurda credință a dacilor,
Cei înșelați atât de crunt după moarte..."
Ana Blandiana,E destul să adorm,"E destul să adorm,
Ca să mă întorc acolo
De unde numai eu cred că am plecat,
Numai eu și câinii,
Care mă simt apropiindu-mă
Și umplu visul de larma
Bucuriei lor agresive.
E destul să adorm,
Ca să simt
Miros aproape impudic de verde
De ierburi înalte care te cheamă s-adormi,
Somn în somn,
Lumină-n lumină pierzându-se,
În hămăiturile senzuale
Atotștiutoare ale câinilor,
La marginea genelor unde
Peisajul se face subțire
Și numai al tău..."
Ana Blandiana,Cumintele animal,"Ce cuminte e animalul numit univers!
Cutreierat de planete
Ca de globule roșii și albe,
Sorii îi ard - temporare focare
Pe creier...
Noi suntem ochii,
Pe care i-a deschis târziu
Asemeni pisicilor,
Ochii fragili pe care îi păzește
Cu grijă și încrâncenare nesfârșită.
Noi suntem ochii,
Cei care nu pot face nimic,
Însă văd."
Ana Blandiana,Eu nu cânt frunza,"Eu
Nu cânt frunza,
Cânt numai frageda moarte
Pe care-o ascunde,
Ca pe-o țară îmbătătoare
Și fără sfârșit
În care cine pătrunde
Uită să se mai întoarcă și moare,
Ca să poată merge mereu
Mai departe
Și mai fericit.
Plantele doar,
Pentru că nu sunt în stare
Să povestească
Ce văd,
Sunt lăsate să se întoarcă mereu
Din țara aceea copilărească
De care
Un misterios prăpăd
Ne desparte
În van.
Eu
Nu cânt frunza,
Cânt numai frageda moarte
În care
Visează o dată pe an."
Ana Blandiana,Soare al insomniei,"Soare al insomniei,
Alb metal topit,
Insuportabil retinei,
Străbătând prin pleoapă,
Nesomn orbitor,
Privire fără nici o speranță de umbră
Ținându-mă suspendată
Sus, deasupra tuturor simțurilor,
Deasupra întunericului dulce,
Promiscuu, de iad,
În cea mai nemiloasă și indecentă
Lumină
Din care nu-mi doresc decât
Să cad, să cad..."
Ana Blandiana,Copilărie,"Din oglindă mă privea un trup firav
Cu claviatura coastelor distinctă,
Inima-apăsa pe clape grav
Și-ncerca să-apară în oglindă.
N-am văzut-o niciodată, dar știam,
Ca-ntr-un joc de-a baba-oarba, că-i ascunsă
(Precum inima salcâmului din geam
Coșul pieptului de crengi o face frunză).
Mă-ntrebam de unde l-a-nvățat și dacă
E aievea cântu-i uniform,
Și ca nu cumva în somn să tacă,
Mi-era frică seara să adorm."
Ana Blandiana,În cădere,"Întâi îmi arunc
Unul câte unul
Cuvintele,
Savant picurate,
Împerechiindu-se
În cădere;
Apoi anii,
Unul câte unul,
Egal depărtați între ei,
Cu știința subtilă-a gradării;
Mă precipit apoi
Și ca-ntr-un naufragiu arunc
Tot ce e lest,
Tot ce mă poate trage la fund,
Amintirile, dorințele, patimile,
Iubirile, în cele din urmă,
Și, când nu mai e nimic
De aruncat,
Nici o haină, cât de subțire,
Pielea mototolită mi-o dezbrac
Și carnea amorțită de pe oase.
Acesta e marele striptease
Pe care îl fac
Aproape de bunăvoie."
Ana Blandiana,Somnul,"Ce răzbunare!
Ultimul dintre sclavi,
Căruia nu i-a trecut niciodată prin minte
Cum ar fi liber
Și care începe să tremure
Numai la gândul
C-ar putea face
Cel mai neînsemnat gest de revoltă,
Evadează
Prin simpla plecare a genelor,
Scapă oricărui control,
Fuge,
Nu poate fi urmărit,
Pentru că stăpânul
Rămâne întotdeauna
Pe mal,
Mușcându-și pumnii de furie
Și insomnie,
Veghind."
Ana Blandiana,Învață-mă să ard întunecat,"Lasă-mă să m-aprind de întunericul tău,
În lumina feroce
Învață-mă să ard întunecat,
Modelează după forma aripilor
Flacăra mea
Și purific-o de orice culoare.
Sau,
Și mai bine,
Dă-mi o sămânță de întuneric
S-o îngrop în pământ
Și-nvârte mai repede anotimpurile
Să crească,
S-o seamăn din nou.
În lumina feroce
Ar fi atunci păduri și lanuri,
Crânguri, livezi, pajiști și codri de noapte.
O beznă tandră
În care am putea muri oricând am vrea,
Un întuneric în care
N-am mai fi frumoși, nici buni,
Ci doar singuri,
Și nemaitrebuind să privim,
Închizând ochii am putea vedea."
Ana Blandiana,Știu puritatea,"Știu, puritatea nu rodește,
Fecioarele nu nasc copii,
E marea legea-a maculării
Tributul pentru a trăi.
Albaștri fluturi cresc omizi,
Cresc fructe florilor în jur,
Zăpada-i albă neatinsă,
Pământul cald este impur.
Neprihănit eterul doarme,
Văzduhul viu e de microbi,
Poți dacă vrei să nu te naști,
Dar dacă ești te și îngropi.
E fericit cuvântu-n gând,
Rostit, urechea îl defaimă.
Spre care o să mă aplec
Din talgere - vis mut sau faimă?
Între tăcere și păcat
Ce-o să aleg - cirezi sau lotuși?
O, drama de-a muri de alb
Sau moartea de-a învinge totuși..."
Ana Blandiana,Frunze de animal,"Frunze de animal ținut în ploaie,
Umbră pieloasă de gutui,
Un cer zemos care se-ndoaie
Ca să-l consumi și să i te supui.
Prea înțelepte capete de aur atârnând
Gândesc miresme ca să te subjuge
Ispititoarei care urcă blând
Prin crengile deschise-n cruce
Și-n frunzele senzuale bolborosește stins
Făgăduieli ciudate și eresuri,
În timp ce ora picură-ntr-adins,
Văzduhul cu mai multe înțelesuri.
Ce moarte aromată se coace în gutui!
Ce ți-ai putea dori mai mult s-arăți?
C-un gest pios și singur pui
Rotundul aur putred printre cărți."
Ana Blandiana,Întâlnire,"Nu te speria.
Va fi atât de simplu totul
Că nici nu vei înțelege
Decât mult mai târziu.
Vei aștepta la început
Și numai când
Vei începe să crezi
Că nu te mai iubesc
Îți va fi greu,
Dar atunci voi pune
Un fir de iarbă să crească
În colțul știut al grădinii,
Să ajungă la tine
Și să-ți șoptească:
Nu vă speriați,
Ea este bine
Și vă așteaptă
La celălalt capăt al meu."
Ana Blandiana,Dacă,"Și dacă, în noaptea din jur,
Mi-aș da, cu un gest cunoscut,
Foc în piața cea mare
S-ar trezi cineva din somn
De prea multă lumină
Sau ar întreba cineva
De unde mirosul de fum?
O pace fierbinte-ntreruptă
Din când în când de asfaltul
Crăpând senzual sub puterea
Pumnului ierbii. Miroase
Un pom înflorit într-o curte
Și-aproape cu pulsul se-aude
Fructul în floare crescând.
Istorie,
Mai slabă și mai fără rost decât firul
Nevăzut de polen
Care naște un rod..."
Ana Blandiana,Cât aș fi vrut,"Cât aș fi vrut să fie
Totul perfect ca o plantă
Pe care doar toamna târzie
Are puterea s-o stingă
Și peste care ninsoarea
Are norocul să ningă
Viața cealaltă.
Cât aș fi vrut
Să nu semănăm nimănui,
Frumoși și curați
Să nu știm lupta niciodată,
Să trecem prin lume
Străini de minciună,
De durere mirați,
Fericiți de-a ajunge-mpreună
În viața cealaltă.
Cât aș fi vrut
Să fim egali totdeauna,
Tineri mereu alunecând pe o pantă
La capătul căreia umed, adânc
Răsfrânge-se luna
În viața cealaltă.
Cât aș fi vrut.
N-am pierdut
Decât o clipă înaltă,
Destulă urii să ne împroaște
Cu moarte,
Să ne rostogolească tot mai departe
Deolaltă,
Singuri și-atât de bătrâni
Că nu ne-am putea recunoaște,
Chiar de ne-am mai întâlni
În viața cealaltă."
Ana Blandiana,Rugăciune,"Să stau culcată-n zăpadă
Cu brațele larg desfăcute,
Închipuind o nespus de frumoasă
Cruce cuprinsă de somn
Dinadins,
Pe care doar îngerii ar merita
Să se răstignească
Pentru păcate făcute
În paradis.
Alb fără margini
Și liniște neîncepută,
Nori destrămați în flori
Troienindu-mă lin,
În timp ce lacrimi fierbinți
Se nasc sub pleoapele-nchise
Și-ngheață nainte de-a curge
Din vise.
Amin."
Ana Blandiana,Dovezi,"Îngeri bătuți cu pietre
Care mai au tăria
Să nu se-ndepărteze în văzduh
Îmi cer, răniți
Și frânți de oboseală, găzduire
Și-n timp ce încă fâlfâie ușor
Adorm umili și fragezi prin caiete,
Trăgându-și doar în somn
Când li se face frig,
Câte o filă albă peste aripi.
Dimineața știu că n-am visat
După amprentele penelor pe pagini
Și mă grăbesc să le memorez
Înainte de a-mi fi confiscate
Ca să se decreteze specii noi
De păsări de pradă."
Ana Blandiana,Am obosit,"Am obosit să mă nasc din Idee,
Am obosit să nu mor -
Mi-am ales o frunză,
Iată din ea mă voi naște,
După chipul și asemănarea ei, ușor
Seva răcoroasă o să mă pătrunză
Și nervurile îmi vor fi fragede moaște;
De la ea o să învăț să tremur, să cresc,
Și de durere să mă fac strălucitoare,
Apoi să mă desprind de pe ram
Ca un cuvânt de pe buze.
În felul acela copilăresc
În care
Se moare
La frunze."
Ana Blandiana,Iată,"Iată, mă spăl într-un râu de secunde
Și mă șterg cu un ștergar de ore curat,
Și pletele mele de ani
Mi le pieptăn într-o oglindă de timp,
Și firul ierbii e un ano-timp verde,
Și firul fânului, unul uscat,
Și cerul, o vreme care
Din lipsă de graniți se pierde;
Căci timpul nu e miez niciodată,
Ci numai început și sfârșit -
Până n-ai murit
Moartea e și ea durată,
Apoi, nemainăscut de minutare,
Fluviul zăcând în sine
Ca o mare."
Ana Blandiana,Prin neființă,"Purtând în loc de coarne crengi cu flori
Turma de cerbi trecea prin amintire
Și ochiul meu, care acum o vede,
Nu se formase încă s-o admire;
Deci fără martori, ca un gând, treceau
Atât de lin că nu clinteau vreun ram
Și nu sfârșeau de-a trece-n timp ce eu
Căzând din vârstă-n vârstă îi priveam.
Păsări dormeau pe fruntea lor în crengi
Și-n lunecare gângureau ușor,
Fără să se trezească, dar simțindu-mi
Prezența tulburată-n viitor,
Cum îi așteaptă pretinzând dovezi,
Cum îi contemplă fără să îi creadă
Că poartă-n frunte crengi cu flori și trec
Prin neființa fără de tăgadă..."
Ana Blandiana,Suprafața apei,"Piciorul modulat felin sub pânza
Strânsă naiv deasupra de genunchi
Și toate acoladele făpturii
Legate în sublimul unghi
Nu te destramă, nu-ți mai declanșează
Scurtcircuite crâncene în trup,
Nu mai visezi în noaptea sanguină
Spasmodici pași de lup.
Tu știi celulă cu celulă totul,
Pe dinafară poți să mă declami,
Nu se oprește mâna ta stăpână
Să-mi unduie în jur epitalami.
E numai suprafața apei. Brusc
Ne regăsim alături încă vii.
Necunoscutul strâns în noi ni-e hrană
Prea multă pentru următoarele vecii."
Ana Blandiana,Cândva arborii aveau ochi,"Cândva arborii aveau ochi,
Pot să jur,
Știu sigur
Că vedeam când eram arbore,
Îmi amintesc că mă mirau
Ciudatele aripi ale păsărilor
Care-mi treceau pe dinainte,
Dar dacă păsările bănuiau
Ochii mei,
Asta nu îmi mai aduc aminte.
Caut zadarnic ochii arborilor acum,
Poate nu-i văd
Pentru că arbore nu mai sunt,
Sau poate-au coborât pe rădăcini
În pământ,
Sau poate,
Cine știe,
Mi s-a părut numai mie
Și arborii sunt orbi dintru-nceput...
Dar atunci de ce
Când trec de ei aproape
Simt cum
Mă urmăresc cu privirile
Într-un fel cunoscut,
De ce când foșnesc și clipesc
Din miile lor de pleoape
Îmi vine să strig -
Ce-ați văzut?..."
Ana Blandiana,Umilință,"Nu pot împiedica ziua să aibă douăzeci și patru de ore.
Pot doar spune:
Iartă-mă pentru durata zilei;
Nu pot împiedica zborul fluturilor din viermi,
Pot doar să te rog să mă ierți pentru viermi, pentru fluturi;
Iartă-mă că florile se fac fructe, și fructele sâmburi,
Și sâmburii pomi;
Iartă-mă că izvoarele se fac fluvii,
Și fluviile mări, și mările oceane;
Iartă-mă că iubirile se fac nou-născuți,
Și nou-născuții singurătăți, și singurătățile iubiri...
Nimic, nimic nu pot să împiedic,
Toate-și urmează destinul și nu mă întreabă,
Nici ultimul fir de nisip, nici sângele meu.
Eu pot doar spune -
Iartă-mă."
Ana Blandiana,Singur,"El este unul singur
Nu pentru că, dintre toți,
Este cel adevărat,
Ci pentru că
Sâmburele tuturor este același.
În frunzele stejarului,
În măruntaiele păsărilor,
În iepurele din lună,
În pâine și vin,
El este unul singur.
Atât de singur,
Încât i se face urât
Și se naște."
Ana Blandiana,Orga de gheață,"Se aude ceva,
Nu-i așa?
E muzica
Orgii de gheață
Care-mi atârnă de streașină.
Nu reușesc să disting
Nici un sunet,
Dar știu,
Sunt convinsă,
Că nu se poate
Să nu se audă nimic,
Iar acest instrument
Perfect
Și atât de repede pieritor
Să fi fost inventat
Numai
Pentru cine știe ce
Nevăzut, îndepărtat,
Indiferent
Ascultător."
Ana Blandiana,Cuplu,"Unii te văd numai pe tine,
Alții mă văd numai pe mine,
Ne suprapunem atât de perfect
Încât nimeni nu ne poate zări deodată
Și nimeni nu îndrăznește să locuiască pe muchia
De unde putem fi văzuți amândoi.
Tu vezi numai luna,
Eu văd numai soarele,
Tu duci dorul soarelui,
Eu duc dorul lunii,
Stăm spate în spate,
Oasele noastre s-au unit de mult,
Sângele duce zvonuri
De la o inimă la alta.
Cum ești?
Dacă ridic brațul
Și-l întind mult înapoi
Îți descopăr clavicula dulce
Și, urcând, degetele îți ating
Sfintele buze,
Apoi brusc se-ntorc și-mi strivesc
Până la sânge gura.
Cum suntem?
Avem patru brațe să ne apărăm,
Dar eu pot să lovesc numai dușmanul din fața mea
Și tu numai dușmanul din fața ta,
Avem patru picioare să alergăm,
Dar tu poți fugi numai în partea ta
Și eu numai în cealaltă parte.
Orice pas este o luptă pe viață și pe moarte.
Suntem egali?
Vom muri deodată sau unul va purta,
Încă o vreme,
Cadavrul celuilalt lipit de el
Și molipsindu-l lent, prea lent, cu moarte?
Sau poate nici nu va muri întreg
Și va purta-n eternitate
Povara dulce-a celuilalt,
Atrofiată de vecie,
Cât o cocoașă,
Cât un neg...
Oh, numai noi cunoaștem dorul
De-a ne putea privi în ochi
Și-a înțelege astfel totul,
Dar stăm spate în spate,
Crescuți ca două crengi
Și dacă unul dintre noi s-ar smulge,
Jertfindu-se pentru o singură privire,
Ar vedea numai spatele din care s-a smuls
Însângerat, înfrigurat,
Al celuilalt."
Ana Blandiana,Oboseală,"Ce morți cuminți avem!
Nu izbucnesc prin vulcani,
Nu se clintesc de sub zidurile
Întemeiate pe ei.
Se lasă închiși în statui
Cu gesturi cioplite de alții,
Se lasă-nhămați în drapele
Pe drumuri necunoscute,
Se lasă arați și putrezesc conștiincios
Să hrănească pământul.
Ce morți cuminți avem,
Și obosiți."
Ana Blandiana,Până la stele,"Toți câinii din țară erau credincioși.
Ei mușcau numai pe dușmanii stăpânilor,
Își purtau lanțul cu eleganță ca pe-un colier
(Soțiile lor mereu discutau ce lanț o să se poarte la anul),
Și plini de sobrietate de obicei, își permiteau
Un singur capriciu: să urle la lună.
(Pentru câini luna e țara în care
Strămoșii lor au fost liberi cândva,
Urletul lor e deci un fel de
Cântec de gestă.)
Dar el era un câine ciudat.
I se părea indecent să urle la lună,
Pentru că luna era chiar inima lui
Pe care trebuia să și-o reașeze în piept
Sau să moară.
Câinii ceilalți îl sfătuiau să nu încerce.
„E zadarnic, spuneau ei, oricum
Îți vor găsi urmele și te vor prinde.""
Dar el zâmbea și când a plecat
Picioarele afundându-le cu voluptate în cer,
Strălucitoare urme lăsând și neprecaute,
El n-a fost prins, căci nu puteau ajunge
Până la stele - urmele lui."
Ana Blandiana,Cântecul,"Cântecul ăsta îl scriu pe frunze cu-o dudă,
În urma mea vin furnici în cohorte și-l sorb,
Nici o ureche nu va putea să-l audă
Și tot văzduhul va fi pentru raza mea orb.
Furnicile însă îl vor purta în pământ
Și ploile nu vor putea pătrunde să-l șteargă,
Semințele îl vor înțelege căzând
Și-l va simți numai fragedul vierme din fragă.
Iarba-l va scoate anul viitor la lumină
Și-o să-l crească și-o să-l usuce soarele,
Iar dac-o să aibă noroc or să vină
Și or să-l pască somnoroase și indiferente mioarele.
Va curge în lapte apoi înțelept, înstelat,
Și nimeni n-o să-și mai aducă aminte
C-a fost zămislit din păcat,
C-a fost gândit în cuvinte."
Ana Blandiana,Să stai în fân,"Să stai în fân, s-aștepți să vie noaptea,
Văzduhul să se facă tot mai șters,
Bondari morocănoși să-ți intre-n plete
Și-orice frântură-n gând să fie vers;
Când stelele mirate se deschid,
Ca niște ochi descoperiți de pleoape,
Să simți cum luneci în mireasma ierbii
Ca-ntr-un vârtej amețitor de ape;
Și-n timp ce cazi fără sfârșit s-adormi.
Și-n somn să știi că te cuprinde luna,
Că buzele ei reci te-ating ușor
Și te înseamnă pentru totdeauna."
Ana Blandiana,Cercul,"N-am cum să mă bucur de cercul
Strălucitor din jurul capului meu,
Abia dacă noaptea în vis
Îmi mai amintesc forma lui minunată
De pe vremea când mă jucam
Rostogolindu-l prin țărână cu-un băț,
Alergând să nu-l pierd
Și lovindu-l din nou
Ca să se rostogolească
Încă o dată.
În oglinzi nu se vede,
La pipăit nu se simte,
Numai ochii uimiți
Ai celorlalți îmi sunt dovadă -
Încleștat cu raze în craniu,
Mi l-aș rostogoli cu cap cu tot în țărână,
Dac-aș fi sigură că umerii mei știu să vadă."
Ana Blandiana,Destul,"O frunză cu cinci degete,
O stea cu cinci degete,
Și mâna mea
Căreia nu-i e destul
Să se lase bătută de vânt,
Să stăpânească în noapte."
Ana Blandiana,Din când în când,"Mi-e dor din când în când de voi
Ca unei păsări de pământ.
Când obosesc de prea mult zbor,
Când carnea mi se trage-n gânduri
Și simt că sui înspre înalt
Doar amintirea unui trup,
Vin să mă odihnesc acasă
Și să mă nasc puțin din nou,
Mă prăbușesc aproape-nfrânt,
Cobor epuizat spre oameni,
Cum păsări mari din când în când
Se-ntorc să doarmă pe pământ."
Ana Blandiana,Încă un pas,"Atât de puține lucruri mă pricep să fac,
Nici piersici ca piersicii,
Nici struguri ca via,
Nici măcar nuci
Ca arborii cu umbră amară
Și foșnet ușor,
Un singur lucru știu să fac
Cu o pricepere extraordinară:
Știu să mor.
Nu mă laud,
Știu să mor cum puțini oameni știu -
Mă învelesc întâi în tăcere,
Apoi în pustiu
Și pornesc astfel încet, un pas,
Încă un pas, și încă un pas,
Până nu se mai vede din mine
Decât un glas
Așezat somptuos
În al cărții sicriu,
Nu mă laud,
Credeți-mă, știu să mor
Și știu, mai ales, să înviu,
Dar asta e, bineînțeles,
Mult mai ușor."
Ana Blandiana,În mine e înalt,"În mine e înalt și întuneric,
Se-aude fâlfâit de aripi sus,
Pe undeva, printr-o fereastră nevăzută
Pătrunde-o rază murdărind nespus
Curata beznă care mă-nconjoară
Și-n care-atât de rar te văd
Tu ești în trupul meu supus
Ca o-nflorire-a doua oară
Neizbucnită în petale,
Neînălțată spre declin.
Copilărosul meu prăpăd
Vuietul bolților e doar
Cutremurarea aripilor tale
În zbor desfășurat marin,
Între ferestre și altar,
În zbor zbătut spre bolți de spaimă
Că ai putea să mi te-nchini."
Ana Blandiana,"Oh, trupul tău","Oh, trupul tău îl văd printre cerneală,
Cerneala-nămolindu-ne și-n somn
Ca o sudoare acră, animală.
Vreau să te-ajung
Și degetele-mi lunecă,
Nu te mai văd,
Abia te-aud,
Spune-mi, mai spune-mi
Că la fel ne-ntunecă
Vârtejul în care m-afund.
Te chem,
Dar violent ca dintr-o rană
Cerneala izvorăște între noi.
Mă mai cunoști, mă mai aștepți,
Mă mai îngădui înapoi,
Mă mai primești
Din vânătul noroi?
Mai vii
Peste câmpii albastre,
Mări pustii,
Înlăcrimat și mut
Ca să îți pot întinde
O gură tremurată spre sărut
Cu buze-nvinețite de cuvinte?"
Ana Blandiana,Umbrei mele i-e frică,"Umbrei mele i-e frică
De umbrele arborilor
Mai mult decât
Mi-e frică mie de arbori -
Arborii nu îndrăznesc
Să m-atace,
Dar în spatele meu
Se-aude mereu
O-ncăierare sălbatecă
De umbre.
Umbrei mele i-e frică
De umbrele păsărilor
Mai mult decât
Mi-e frică mie de păsări -
Păsările trec pe deasupra mea
Și nu mă ating,
Dar umbra mea se chircește,
Se rostogolește rănită
De ciocul lunecat al unei umbre.
Umbra mea este lipsită de-apărare.
Ea nu are rădăcini
Ca umbrele arborilor
Și nu știe
Ca umbrele păsărilor să zboare.
Ea a fost adusă pe pământ
Să mă urmeze
Cu întuneric sângerând,
Să se prefacă în noapte în cele din urmă
Și eu să nu știu de când
Înaintez fără umbră,
Cântând."
Ana Blandiana,"Bătrâni, sihaștrii","Îmbătrâniți sihaștrii în păduri
Blana de lup li s-a lipit de trup,
Părul le țese ochii,
Le astupă urechile
Și-n bărbile-ncâlcite albinele-și fac stup.
Ei nu-și aduc aminte de ce-au venit aici
Și nu mai știu demult cuvântul
Pe care trebuiau să-l strige lumii.
Din când în când în chip de vultur
Li se trimite semn de voia cerească,
Dar bătrânii se joacă
Împletind în penele păsării flori
Și Dumnezeu mâniat nu înțelege
Că ei au uitat să urască."
Ana Blandiana,Glumă,"Vântul tânăr a furat hainele copacilor
Și aleargă cu ele hohotindu-le peste câmp,
Copacii au rămas cu trupurile goale în ploaie,
Să schelălăie tragic și tâmp.
Țepeni și negri, cu pielea urâtă,
Cu virilitatea de mult rătăcită prin zbârcituri
Copacii impudici sunt caricatura hilară
A îmbătătoarei păduri.
Dar sub mângâierea savantă a ploii,
Satiri vegetali, copacii cu seva-n uncrop
Încep să își joace pe șolduri inelele anilor,
Zănatici dansând hoola-hop."
